Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0006.00031;This deduction allows some business owners to deduct 20% of their business income. The income must be earned through a sole proprietorship, partnership, S corporation, trust, or estate.;The income must be earned through a sole proprietorship, partnership, S corporation, trust, or estate.;This deduction allows some business owners to deduct 20% of their business income.;82.0;;83.0;185.0;0.0;82.0;<e2>This deduction allows some business owners to deduct 20% of their business income.</e2> <e1>The income must be earned through a sole proprietorship, partnership, S corporation, trust, or estate.</e1>
0573.00020.1; They issued an equal weight rating and a $74.00 target price on the stock. Two research analysts have rated the stock with a sell rating, twelve have given a hold rating and two have issued a buy rating to the company. The company has a consensus rating of Hold and an average target price of $68.50.; They issued an equal weight rating and a $74.00 target price on the stock.; The company has a consensus rating of Hold and an average target price of $68.50.; 74; 218;0.0;74.0;219.0;300.0; <e1>They issued an equal weight rating and a $74.00 target price on the stock.</e1> Two research analysts have rated the stock with a sell rating, twelve have given a hold rating and two have issued a buy rating to the company. <e2>The company has a consensus rating of Hold and an average target price of $68.50.</e2>
0017.00001; Shareholders of record on Wednesday, September 4th will be paid a dividend of 0.12 per share on Friday, September 13th. This represents a $0.48 dividend on an annualized basis and a yield of 5.13%.; Shareholders of record on Wednesday, September 4th will be paid a dividend of 0.12 per share on Friday, September 13th.; This represents a $0.48 dividend on an annualized basis and a yield of 5.13%.; 119; ;0.0;119.0;120.0;197.0; <e1>Shareholders of record on Wednesday, September 4th will be paid a dividend of 0.12 per share on Friday, September 13th.</e1> <e2>This represents a $0.48 dividend on an annualized basis and a yield of 5.13%.</e2>
0304.00021; These profits are generating higher share prices (fueled by share buybacks) and higher executive pay, resulting in wider inequality. The richest 1% of Americans own about 40% of all shares of stock the richest 10%, around 80%.; These profits are generating higher share prices (fueled by share buybacks) and higher executive pay, resulting in wider inequality.; The richest 1% of Americans own about 40% of all shares of stock the richest 10%, around 80%.; 132; ;0.0;132.0;133.0;226.0; <e1>These profits are generating higher share prices (fueled by share buybacks) and higher executive pay, resulting in wider inequality.</e1> <e2>The richest 1% of Americans own about 40% of all shares of stock the richest 10%, around 80%.</e2>
0495.00008; Entrepreneurs' Relief (ER) ER may be available for certain business disposals and has the effect of charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.; Entrepreneurs' Relief (ER) ER may be available for certain business disposals; charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.; ; ;0.0;77.0;100.0;194.0; <e1>Entrepreneurs' Relief (ER) ER may be available for certain business disposals</e1> and has the effect of <e2>charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.</e2>
0240.00003.1;A wafer-thin majority, 50.5%, approved the remuneration report at Ryanair's annual meeting in Dublin, which means O'Leary could land the extraordinary windfall despite widespread shareholder dissent. O'Leary's current pay and annual bonus will be halved to a total maximum €1m a year. However, he will have an option to buy 10m shares at a fixed price of €11.12 a share, should the airline either record €2bn profit in any one year by 2024, or should the share price rise above €21.;A wafer-thin majority, 50.5%, approved the remuneration report at Ryanair's annual meeting in Dublin, which means O'Leary could land the extraordinary windfall despite widespread shareholder dissent.;O'Leary's current pay and annual bonus will be halved to a total maximum €1m a year.;199.0;284.0;0.0;199.0;200.0;284.0;<e1>A wafer-thin majority, 50.5%, approved the remuneration report at Ryanair's annual meeting in Dublin, which means O'Leary could land the extraordinary windfall despite widespread shareholder dissent.</e1> <e2>O'Leary's current pay and annual bonus will be halved to a total maximum €1m a year.</e2> However, he will have an option to buy 10m shares at a fixed price of €11.12 a share, should the airline either record €2bn profit in any one year by 2024, or should the share price rise above €21.
0289.00005; He said that when the economy was coming up from the U-curve, the rising growth rate was hit by demonetisation which caused GDP growth to fall from 8.15 per cent to 7.17 per cent.; He said that when the economy was coming up from the U-curve, the rising growth rate was hit by demonetisation; GDP growth to fall from 8.15 per cent to 7.17 per cent.; ; ;0.0;110.0;124.0;179.0; <e1>He said that when the economy was coming up from the U-curve, the rising growth rate was hit by demonetisation</e1> which caused <e2>GDP growth to fall from 8.15 per cent to 7.17 per cent.</e2>
0390.00014; JPMorgan Chase & Co. grew its holdings in shares of Barnes & Noble Education by 27,914.9% during the 1st quarter. JPMorgan Chase & Co. now owns 2,925,312 shares of the specialty retailer's stock valued at $12,286,000 after purchasing an additional 2,914,870 shares during the last quarter.; JPMorgan Chase & Co. grew its holdings in shares of Barnes & Noble Education by 27,914.9% during the 1st quarter.; JPMorgan Chase & Co. now owns 2,925,312 shares of the specialty retailer's stock valued at $12,286,000 after purchasing an additional 2,914,870 shares during the last quarter.; 113; ;0.0;113.0;114.0;289.0; <e1>JPMorgan Chase & Co. grew its holdings in shares of Barnes & Noble Education by 27,914.9% during the 1st quarter.</e1> <e2>JPMorgan Chase & Co. now owns 2,925,312 shares of the specialty retailer's stock valued at $12,286,000 after purchasing an additional 2,914,870 shares during the last quarter.</e2>
0038.00014; In other Marvell Technology Group news, CEO Matthew J. Murphy sold 15,000 shares of the company's stock in a transaction dated Monday, August 5th. The stock was sold at an average price of $23.98, for a total transaction of $359,700.00. Following the completion of the sale, the chief executive officer now directly owns 1,755 shares in the company, valued at $42,084.90.; In other Marvell Technology Group news, CEO Matthew J. Murphy sold 15,000 shares of the company's stock in a transaction dated Monday, August 5th.; Following the completion of the sale, the chief executive officer now directly owns 1,755 shares in the company, valued at $42,084.90.; 146; 236;0.0;146.0;237.0;371.0; <e1>In other Marvell Technology Group news, CEO Matthew J. Murphy sold 15,000 shares of the company's stock in a transaction dated Monday, August 5th.</e1> The stock was sold at an average price of $23.98, for a total transaction of $359,700.00. <e2>Following the completion of the sale, the chief executive officer now directly owns 1,755 shares in the company, valued at $42,084.90.</e2>
0349.00005; i3 Verticals has a consensus price target of $26.20, suggesting a potential upside of 28.12%.; i3 Verticals has a consensus price target of $26.20; a potential upside of 28.12%.; ; ;0.0;51.0;64.0;93.0; <e1>i3 Verticals has a consensus price target of $26.20</e1>, suggesting <e2>a potential upside of 28.12%.</e2>
0095.00049; The intraregional share of global goods trade has increased by 2.7 percentage points since 2013, partially reflecting the rise of emerging-market consumption.; the rise of emerging-market consumption.; The intraregional share of global goods trade has increased by 2.7 percentage points since 2013; ; ;118.0;158.0;0.0;95.0; <e2>The intraregional share of global goods trade has increased by 2.7 percentage points since 2013</e2>, partially reflecting <e1>the rise of emerging-market consumption.</e1>
0118.00008;As sentiment soured, partly owing to WeWork's weak corporate governance, reports surfaced of Mr Neumann contemplating a value as low as $10bn.;As sentiment soured, partly owing to WeWork's weak corporate governance,;reports surfaced of Mr Neumann contemplating a value as low as $10bn.;;;0.0;72.0;73.0;142.0;<e1>As sentiment soured, partly owing to WeWork's weak corporate governance,</e1> <e2>reports surfaced of Mr Neumann contemplating a value as low as $10bn.</e2>
0113.00009; Shares of NYSE:BOE traded down $0.07 on Monday, hitting $10.32.; Shares of NYSE:BOE traded down $0.07 on Monday; hitting $10.32.; ; ;0.0;46.0;48.0;63.0; <e1>Shares of NYSE:BOE traded down $0.07 on Monday</e1>, <e2>hitting $10.32.</e2>
